"scenario","time","true_state","observed_state","prediction_before_update","twin_state","residual","anomaly_flag","intervention_flag"
"high_noise_twin",20,21.0897683769992,23.9239647522594,18.0156260991847,19.4881276951071,4.90833865307475,1,1
"high_noise_twin",21,20.3716192172973,26.3951736217285,17.6613192023828,19.9814755281865,7.7338544193456,1,1
"high_noise_twin",22,19.2492101866864,16.3242095761321,19.1272619498408,18.2863462377282,-2.80305237370869,0,0
"high_noise_twin",23,18.7569601352586,16.1701237873115,17.5131460383662,17.1102393630498,-1.34302225105466,0,0
"high_noise_twin",24,18.2727488374422,19.5146667936172,16.3911220089212,17.32818544433,3.12354478469608,0,0
"high_noise_twin",25,17.343796604479,15.7472061186223,16.5925016508297,16.3389129911675,-0.845295532207427,0,0
"high_noise_twin",26,16.6211926982782,17.5613240924892,15.646116394428,16.2206787038463,1.91520769806124,0,0
"high_noise_twin",27,16.1471844102267,15.5887293883359,15.5263557481872,15.5450678402318,0.0623736401486621,0,0
"high_noise_twin",28,15.5923478002748,11.620979794059,14.876277330481,13.8996880695544,-3.25529753642193,0,0
"high_noise_twin",29,13.6597791595502,12.0308706843996,13.3041656723919,12.9221771759942,-1.27329498799235,0,0
"high_noise_twin",30,13.0744869385202,9.85646522397715,12.3658391388101,11.6130269643602,-2.50937391483297,0,0
"high_noise_twin",31,13.1275809160416,12.7146609152166,11.11183220526,11.592680818247,1.60282870995663,0,0
"high_noise_twin",32,12.5559816930997,12.3630133400498,11.08163767133,11.4660503719459,1.28137566871977,0,0
"high_noise_twin",33,12.3121487080891,14.8111474498502,10.9499970021565,12.1083421364646,3.86115044769375,0,0
"high_noise_twin",34,11.0224914598468,6.86124793937122,11.5484350997466,10.142278951634,-4.68718716037534,0,0
"high_noise_twin",35,14.6186546135983,11.2769622588341,9.66862013615369,10.1511227729578,1.60834212268044,0,0
"high_noise_twin",36,14.2682259394429,17.230989064151,8.66473463551891,10.9346109641085,7.5662544286321,1,1
"high_noise_twin",37,13.9227563304801,14.7723987410996,10.396614371261,11.7093496822126,4.37578436983855,0,0
"high_noise_twin",38,13.0544680667532,13.6738205352403,11.1201214902327,11.886231203735,2.55369904500765,0,0
"high_noise_twin",39,13.4049820659423,13.8328068728668,11.2756903733687,12.0428253232181,2.55711649949811,0,0
"high_noise_twin",40,11.9500469350677,12.4246800499108,11.4120988626259,11.7158732188114,1.01258118728487,0,0
"high_noise_twin",41,11.7584780834447,11.5028450674465,11.0893368326314,11.2133893030759,0.413508234815035,0,0
"high_noise_twin",42,10.7200056279116,7.14374445962396,10.6001023537687,9.56319498552528,-3.45635789414474,0,0
"high_noise_twin",43,8.92415263674426,11.3863365583484,9.02090818096808,9.73053669418216,2.36542837738028,0,0
"high_noise_twin",44,9.0692048285909,14.2443177760762,8.1688183021848,9.69146814435222,5.07549947389139,1,1
"high_noise_twin",45,8.86979509286101,3.70449132370502,9.12116053932325,7.49615977463778,-5.41666921561823,1,0
"high_noise_twin",46,7.91052359531666,11.8901389732515,6.02566997947837,7.4850106776103,4.8644689937731,1,1
"high_noise_twin",47,8.45191571184631,8.90984774171993,7.00579480124043,7.57701068338428,1.9040529404795,0,0
"high_noise_twin",48,8.23695570012455,6.20956781269426,7.08463977491888,6.8221181862515,-0.875071962224617,0,0
"high_noise_twin",49,7.47916649657239,6.50872982202241,6.35972475066117,6.40442627206954,0.149005071361239,0,0
"high_noise_twin",50,8.20522547868753,7.95914865751656,5.95599206738024,6.55693904442113,2.00315659013632,0,0
"high_noise_twin",51,9.23088767790716,6.50248405846131,6.09484368846579,6.21713579946445,0.407640369995524,0,0
"high_noise_twin",52,8.64163828309884,1.05494809411816,5.76692683430061,4.35333321224587,-4.71197874018245,0,0
"high_noise_twin",53,8.57909293970689,13.014358748804,2.99217776852994,5.69883206261217,9.02218098027408,1,1
"high_noise_twin",54,8.51883702554772,9.24792141443348,5.26726094183179,6.4614590836123,3.98066047260169,0,0
"high_noise_twin",55,7.9337439595887,7.12448853671457,5.98963354864027,6.33009004506256,1.1348549880743,0,0
"high_noise_twin",56,7.75060760529959,10.9915696522305,4.86374230524474,6.40209050934047,5.12782734698577,1,1
"high_noise_twin",57,6.56819170549005,6.9767069969554,5.93209206552714,6.24547654495562,1.04461493142825,0,0
"high_noise_twin",58,6.74327907407151,13.5232475712833,4.78429844631781,7.10598318380745,7.73894912496546,1,1
"high_noise_twin",59,6.45351124175645,3.83876327160842,6.60380285934918,5.77429098302695,-2.76503958774076,0,0
"high_noise_twin",60,7.04249127673974,1.93018234234905,5.34173779267614,4.31827115757801,-3.41155545032709,0,0
"high_noise_twin",61,6.05896810728856,4.56102109716864,3.96255978409939,4.14209817802017,0.59846131306925,0,0
"high_noise_twin",62,5.2342792844637,5.32327267045273,3.80020653559705,4.25712637605375,1.52306613485568,0,0
"high_noise_twin",63,5.48611727001929,7.79249797310803,3.91542988323708,5.07855031019836,3.87706808987095,0,0
"high_noise_twin",64,4.82230426481842,2.15030174456316,4.70262338595331,3.93692689353626,-2.55232164139015,0,0
"high_noise_twin",65,4.61851270295912,6.00672441428495,3.6257686333446,4.3400553676267,2.38095578094035,0,0
"high_noise_twin",66,4.23091358563152,5.72582075074861,4.01722155040981,4.52980131051145,1.70859920033881,0,0
"high_noise_twin",67,4.26039565371001,9.83233679602855,3.20669557545594,4.89438794162772,5.62564122057262,1,1
"high_noise_twin",68,4.27595108646308,4.95195198720957,4.56293880828469,4.67964276196215,0.389013178924878,0,0
"high_noise_twin",69,4.24005982126204,7.51197531891933,4.36941876223916,5.31218572924321,3.14255655668017,0,0
"high_noise_twin",70,5.17381024231264,3.39117725722363,4.98135160683729,4.50429930195319,-1.59017434961365,0,0
"high_noise_twin",71,5.5623064512736,7.29799144324566,4.22532921477919,5.14712788331913,3.07266222846647,0,0
"high_noise_twin",72,4.18271431868807,1.30475791178241,4.84785916442333,3.78492878863106,-3.54310125264092,0,0
"high_noise_twin",73,4.82532068558085,3.81609763358594,3.56590371122954,3.64096188793646,0.250193922356392,0,0
"high_noise_twin",74,5.37719616516226,2.56704739714601,3.4414755187806,3.17914708229023,-0.87442812163459,0,0
"high_noise_twin",75,4.41366370488105,4.18372959303111,3.01521284569358,3.36576786989484,1.16851674733753,0,0
"high_noise_twin",76,3.76305451610725,5.93266653372054,3.20499852788242,4.02329892963386,2.72766800583812,0,0
"high_noise_twin",77,3.91811301629696,1.39207263562095,3.84209678317404,3.10708953890812,-2.45002414755309,0,0
"high_noise_twin",78,4.48723568475585,-0.655686365343715,2.98400306017588,1.89209623252,-3.6396894255196,0,0
"high_noise_twin",79,4.16042762528332,6.51037662802998,1.84184066362538,3.24240145294676,4.6685359644046,0,0
"high_noise_twin",80,8.26054872144846,12.5233254444148,2.1364040648851,4.95248047874402,9.38692137952973,1,1
