run_id,growth_rate,balancing_strength,target,delay,capacity,threshold,threshold_correction,shock_size,minimum_stock,maximum_stock,final_stock,time_to_peak,maximum_inflow,maximum_outflow,threshold_active_periods
283,0.081082,0.062549,55.655235,13,75.858661,87.310509,0.085931,-7.318078,15.000000,69.692775,66.356774,50,1.537075,0.878036,0
284,0.064861,0.046498,61.345805,9,80.869834,87.189129,0.096078,-15.022011,15.000000,72.832299,72.158603,123,1.311314,0.534097,0
285,0.104626,0.074702,58.893393,8,95.956424,84.425729,0.103503,-8.221845,15.000000,82.267027,78.714918,37,2.508578,1.746058,0
286,0.075393,0.065796,48.005635,5,104.819381,67.220862,0.044911,-12.167603,15.000000,71.608045,71.322632,44,1.975634,1.552950,117
287,0.066641,0.033030,47.466565,7,99.798492,94.845469,0.053183,-6.939131,15.000000,79.765228,79.765228,160,1.662456,1.066685,0
288,0.110037,0.074334,67.482060,9,88.356275,92.053320,0.024490,-9.511918,15.000000,82.136724,79.403532,40,2.430008,1.089342,0
289,0.113213,0.039203,47.125643,10,93.954513,87.180716,0.038838,-10.252809,15.000000,82.437500,80.472510,38,2.659222,1.384328,0
290,0.108894,0.064685,67.847446,5,105.819153,78.358183,0.087960,-10.905986,15.000000,86.407779,85.580637,35,2.880676,1.200567,130
291,0.061090,0.023965,45.113316,6,76.836623,85.584319,0.068735,-5.232205,15.000000,66.977182,66.977182,160,1.173291,0.523704,0
292,0.092189,0.044546,59.924401,12,78.460414,90.559919,0.075953,-14.925227,15.000000,73.801849,72.052422,50,1.808244,0.618189,0
293,0.073169,0.053909,61.919006,7,108.329583,76.778814,0.080081,-15.367870,15.000000,82.863842,81.752521,47,1.981243,1.129105,112
294,0.126018,0.035343,60.855217,7,86.379036,72.212835,0.059138,-15.012029,15.000000,78.455057,78.026980,36,2.720077,0.622029,127
295,0.089094,0.085050,65.189227,6,68.491971,80.603776,0.100843,-13.726868,15.000000,67.094657,66.860602,60,1.524914,0.162057,0
296,0.098161,0.066087,68.580885,13,80.824483,90.950131,0.067255,-4.314098,15.000000,78.023402,75.765131,51,1.982964,0.624031,0
297,0.092035,0.042096,55.055262,13,74.617520,65.703638,0.075272,-6.889813,15.000000,68.744201,67.163594,45,1.716693,0.576251,110
298,0.112353,0.051353,69.932191,7,65.880589,79.087355,0.078352,-15.363068,15.000000,65.875029,65.875029,160,1.850459,0.000000,0
299,0.093849,0.038745,60.900100,7,81.720419,90.798894,0.032224,-13.217115,15.000000,75.396550,75.276894,53,1.917232,0.561658,0
300,0.063303,0.061886,45.234512,11,95.542265,86.233270,0.097542,-9.947096,15.000000,70.622384,65.804220,50,1.511992,1.571144,0
